Sensor0,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Label
"[-38, -5, -21]","[-22, 25, -42]","[-16, 15, -23]","[-25, -2, -3]","[-19, -7, -18]","[-16, -23, -19]","[-1, -22, 3]","[-9, -11, -4]",Evan_001_001
"[-38, -2, -16]","[-20, 25, -41]","[-16, 14, -17]","[-26, 2, -6]","[-18, -4, -17]","[-14, -25, -23]","[-2, -21, 0]","[-7, -10, -7]",Evan_001_001
"[-28, -4, -12]","[-20, 18, -30]","[-11, 8, -13]","[-20, -5, -3]","[-16, -2, -19]","[-18, -21, -22]","[-2, -22, -2]","[-8, -10, -4]",Evan_001_001
"[-29, -4, -6]","[-20, 19, -26]","[-12, 9, -9]","[-16, -4, -1]","[-14, -8, -20]","[-14, -21, -24]","[-4, -21, -3]","[-9, -9, -8]",Evan_001_001
"[-36, -1, -12]","[-22, 23, -27]","[-17, 12, -15]","[-20, -1, 8]","[-18, -5, -18]","[-17, -24, -27]","[-5, -19, -6]","[-10, -13, -7]",Evan_001_001
"[-35, 0, -8]","[-23, 22, -30]","[-12, 11, -7]","[-22, -1, 0]","[-16, -4, -22]","[-17, -24, -26]","[-6, -26, -6]","[-10, -11, -12]",Evan_001_001
"[-34, -5, -5]","[-21, 23, -29]","[-13, 13, -9]","[-19, -3, 5]","[-17, -2, -21]","[-16, -23, -24]","[0, -23, -8]","[-13, -12, -7]",Evan_001_001
"[-35, -1, -7]","[-24, 20, -27]","[-11, 11, -9]","[-22, -2, 1]","[-15, -4, -16]","[-16, -24, -29]","[-5, -22, -2]","[-8, -8, -3]",Evan_001_001
"[-34, 0, -6]","[-21, 20, -28]","[-13, 11, -11]","[-19, 0, 7]","[-16, -2, -16]","[-14, -24, -24]","[-3, -23, -3]","[-11, -11, -8]",Evan_001_001
"[-33, 0, -9]","[-23, 22, -25]","[-14, 12, -6]","[-22, -2, 5]","[-15, -4, -16]","[-17, -23, -20]","[-2, -26, -1]","[-8, -13, -7]",Evan_001_001
"[-33, -3, -14]","[-22, 19, -27]","[-14, 10, -9]","[-23, -5, 3]","[-15, -4, -17]","[-17, -25, -24]","[-4, -24, 0]","[-11, -12, -3]",Evan_001_001
"[-36, -3, -13]","[-23, 22, -30]","[-12, 11, -9]","[-22, 0, 2]","[-15, -1, -21]","[-15, -21, -25]","[-3, -23, -1]","[-13, -10, -10]",Evan_001_001
"[-36, -1, -12]","[-22, 23, -25]","[-12, 13, -13]","[-22, 0, 5]","[-18, -3, -20]","[-17, -25, -27]","[-1, -24, -5]","[-11, -8, -7]",Evan_001_001
"[-36, 0, -12]","[-23, 22, -27]","[-16, 15, -14]","[-22, 0, 8]","[-18, -3, -22]","[-16, -24, -24]","[-2, -23, -2]","[-9, -12, -12]",Evan_001_001
"[-39, -1, -9]","[-22, 22, -33]","[-14, 10, -9]","[-26, -3, 1]","[-18, -5, -18]","[-16, -24, -27]","[-2, -25, -6]","[-14, -13, -13]",Evan_001_001
"[-39, -2, -13]","[-21, 23, -35]","[-18, 16, -11]","[-24, -3, 5]","[-20, -7, -18]","[-18, -26, -28]","[-3, -24, -5]","[-13, -10, -8]",Evan_001_001
"[-38, -1, -10]","[-27, 24, -34]","[-17, 13, -6]","[-24, 0, 3]","[-18, -4, -21]","[-14, -24, -26]","[-5, -28, -9]","[-9, -10, -9]",Evan_001_001
"[-42, 0, -9]","[-25, 25, -36]","[-15, 17, -12]","[-28, 0, 3]","[-16, -4, -24]","[-20, -24, -27]","[-4, -22, 0]","[-12, -9, -15]",Evan_001_001
"[-39, 0, -12]","[-26, 25, -33]","[-16, 13, -7]","[-24, -1, 7]","[-17, -4, -23]","[-18, -25, -26]","[-4, -26, -5]","[-15, -12, -11]",Evan_001_001
"[-42, 0, -12]","[-24, 28, -36]","[-18, 12, -10]","[-24, 0, 2]","[-22, -4, -23]","[-19, -25, -31]","[-6, -25, -4]","[-15, -13, -11]",Evan_001_001
"[-42, -3, -11]","[-26, 23, -36]","[-18, 12, -9]","[-24, -3, 1]","[-16, -4, -20]","[-18, -25, -19]","[-3, -27, -6]","[-13, -10, -8]",Evan_001_001
"[-43, -3, -7]","[-29, 25, -33]","[-17, 14, -9]","[-26, -3, 3]","[-19, -5, -27]","[-15, -24, -28]","[-7, -28, -1]","[-12, -11, -12]",Evan_001_001
"[-40, -1, -8]","[-27, 27, -37]","[-18, 12, -9]","[-22, -3, 3]","[-14, -3, -18]","[-20, -26, -27]","[-4, -23, -3]","[-15, -12, -12]",Evan_001_001
"[-42, 0, -2]","[-25, 24, -33]","[-19, 10, -7]","[-26, -2, 6]","[-17, -6, -16]","[-18, -29, -23]","[-3, -27, -3]","[-12, -9, -8]",Evan_001_001
"[-41, -1, -12]","[-29, 25, -30]","[-17, 9, -9]","[-23, -2, 9]","[-16, -3, -21]","[-21, -26, -29]","[-3, -26, -5]","[-12, -10, -7]",Evan_001_001
"[-41, 3, -5]","[-26, 24, -32]","[-18, 12, -7]","[-22, -2, 5]","[-15, -3, -23]","[-17, -23, -33]","[-6, -27, -3]","[-11, -11, -8]",Evan_001_001
"[-40, -1, -9]","[-26, 21, -34]","[-15, 12, -10]","[-22, -4, 12]","[-17, -6, -24]","[-15, -23, -33]","[-1, -25, -2]","[-14, -13, -10]",Evan_001_001
"[-26, -2, 0]","[-19, 19, -15]","[-8, 7, -3]","[-16, -4, 5]","[-13, -2, -13]","[-15, -26, -23]","[-2, -21, -4]","[-7, -13, -8]",Evan_001_001
"[-21, 2, 10]","[-15, 15, 2]","[-7, 0, 5]","[-6, -7, 11]","[-11, -4, -14]","[-8, -21, -20]","[0, -17, -5]","[-7, -8, -7]",Evan_001_001
"[-8, 5, 7]","[0, 14, 12]","[3, 1, 9]","[2, -1, 8]","[-5, -2, -7]","[-3, -15, -7]","[5, -10, 8]","[-2, -7, -5]",Evan_001_001
"[-2, 10, -8]","[11, 22, 2]","[6, 7, 7]","[-1, 5, 0]","[8, -11, 13]","[5, -13, 25]","[16, 0, 29]","[9, -5, 15]",Evan_001_001
"[-4, 14, -11]","[6, 23, 2]","[5, 10, 9]","[0, 8, 1]","[8, -7, 22]","[8, -10, 30]","[17, 0, 28]","[12, 1, 17]",Evan_001_001
"[-6, 12, -20]","[4, 26, -7]","[7, 11, 2]","[-2, 10, -1]","[10, -13, 20]","[5, -10, 40]","[15, 5, 30]","[10, 0, 20]",Evan_001_001
"[-6, 10, -14]","[2, 19, -11]","[4, 11, 0]","[-5, 4, 1]","[5, -2, 15]","[3, -6, 20]","[9, 1, 17]","[5, 1, 10]",Evan_001_001
"[-6, 8, -2]","[0, 12, 3]","[0, 6, 5]","[-3, 5, 4]","[0, -1, 10]","[0, -4, 7]","[5, 0, 0]","[1, 0, 2]",Evan_001_001
"[-11, 8, -2]","[0, 14, 1]","[-2, 6, 2]","[-1, 4, 0]","[0, 1, 3]","[-3, -5, 5]","[3, -4, 3]","[0, 0, 6]",Evan_001_001
"[-8, 10, -3]","[-4, 15, 2]","[3, 4, 2]","[-4, 5, 4]","[-2, 0, 5]","[-2, -5, 4]","[1, -5, -3]","[-2, -1, 1]",Evan_001_001
"[-7, 3, -1]","[-3, 16, 6]","[-2, 4, 0]","[-3, 6, 8]","[0, 1, 3]","[-5, -3, 3]","[2, -1, 3]","[0, 0, 0]",Evan_001_001
"[-7, 2, -2]","[-3, 13, 2]","[-3, 4, 7]","[-2, 3, 3]","[-3, 0, 2]","[-2, -7, -4]","[3, -3, 0]","[-1, -1, 2]",Evan_001_001
"[-6, 5, -9]","[1, 15, 0]","[1, 6, 6]","[-2, 1, 5]","[-2, -2, 0]","[-2, -3, -2]","[2, -2, 4]","[-3, -2, -3]",Evan_001_001
"[-12, 2, -6]","[-4, 12, -10]","[-4, 9, 0]","[-8, 1, 3]","[-6, -1, 2]","[-6, -5, 0]","[2, -4, -2]","[-1, -1, 1]",Evan_001_001
"[-10, 0, -5]","[-5, 12, -6]","[1, 7, 2]","[-4, 0, -2]","[-3, 0, 0]","[-5, -4, 0]","[1, -3, 3]","[-1, -2, 1]",Evan_001_001
"[-8, 5, -5]","[-4, 13, -5]","[0, 6, 4]","[-5, 3, 3]","[-3, 0, 1]","[-3, -6, 0]","[1, -5, 3]","[-3, -2, -1]",Evan_001_001
"[-7, 2, 0]","[-1, 9, 3]","[0, 1, 4]","[-1, 0, 5]","[-4, 0, -5]","[-2, -6, -7]","[4, -5, 2]","[-2, -5, -1]",Evan_001_001
"[0, -1, 9]","[-1, 1, 10]","[2, 0, 6]","[-3, -3, 6]","[0, -1, -4]","[-1, -11, -10]","[4, -6, -3]","[-3, -2, -3]",Evan_001_001
"[-2, -2, 4]","[1, 7, 7]","[2, -4, 6]","[2, -2, 9]","[0, -2, -4]","[-2, -7, -7]","[6, -2, 3]","[-2, 1, -4]",Evan_001_001
"[-3, -3, 10]","[-3, 3, 6]","[0, 0, 6]","[0, -1, 7]","[-3, -1, -2]","[-2, -5, 0]","[5, -8, 0]","[-1, -2, 0]",Evan_001_001
"[-1, 0, 7]","[-2, 5, 6]","[0, -2, 4]","[-3, 0, 8]","[0, -1, -4]","[-1, -7, -9]","[0, -9, 3]","[0, 0, 1]",Evan_001_001
"[-5, 0, 7]","[-5, 6, 9]","[0, 0, 3]","[0, 0, 5]","[-4, 2, 0]","[-3, -7, -10]","[2, -6, 0]","[-1, -2, -3]",Evan_001_001
"[-4, 1, 6]","[-3, 2, 3]","[-2, 0, 2]","[0, -3, 6]","[-1, 1, -1]","[0, -8, -8]","[5, -4, -2]","[0, -2, 0]",Evan_001_001
"[-5, -1, 4]","[-3, 4, -2]","[-1, 0, 2]","[-5, -3, 2]","[-3, 0, -2]","[-5, -8, -2]","[0, -3, 2]","[-3, -1, -1]",Evan_001_001
"[-6, 1, 2]","[-5, 7, -6]","[-3, 4, 3]","[-7, -1, 2]","[-4, 0, -6]","[-3, -6, -1]","[3, -6, -3]","[0, -1, 3]",Evan_001_001
"[-5, -1, 7]","[-3, 2, 0]","[-1, 0, 5]","[-3, -2, 4]","[-2, -1, -2]","[-2, -6, -9]","[1, -7, 2]","[-4, -2, 0]",Evan_001_001
"[-7, 0, 7]","[-3, 6, 7]","[1, 0, 2]","[-7, 0, 6]","[0, 0, 0]","[0, -4, -5]","[1, -8, 0]","[-1, -2, -4]",Evan_001_001
"[-5, 0, -1]","[0, 3, 1]","[0, 0, 0]","[-2, 0, 0]","[-1, 2, -2]","[-2, -8, -7]","[5, -5, 0]","[-3, -2, -6]",Evan_001_001
"[0, 0, 0]","[0, 7, 0]","[0, 0, 0]","[-3, 0, 3]","[2, 0, 0]","[0, -6, 3]","[7, -6, 2]","[0, -1, 6]",Evan_001_001
"[-5, 3, -2]","[3, 10, -3]","[-1, 4, 3]","[-3, 3, 0]","[1, 0, 3]","[3, -4, 10]","[7, -1, 6]","[0, -2, 4]",Evan_001_001
"[-3, 3, -8]","[1, 9, 1]","[3, 5, 2]","[-3, 2, 0]","[3, -5, 10]","[5, -4, 13]","[8, -2, 12]","[3, 1, 5]",Evan_001_001
"[-1, 4, -7]","[3, 11, 2]","[2, 5, 0]","[-2, 3, 0]","[4, -5, 3]","[1, -2, 13]","[10, -2, 13]","[2, 1, 1]",Evan_001_001
"[-6, 3, -3]","[0, 12, 0]","[0, 6, 3]","[-2, 0, 5]","[1, 0, 13]","[1, -4, 8]","[2, -2, 11]","[0, 0, 11]",Evan_001_001
"[-7, 3, -3]","[1, 10, 0]","[0, 4, 0]","[-3, 4, 3]","[3, -2, 2]","[-1, -4, 5]","[8, -2, 10]","[1, 0, 6]",Evan_001_001
"[-5, 5, -5]","[0, 11, -1]","[0, 6, 4]","[-3, 0, 1]","[0, 1, 4]","[0, -2, 5]","[2, 0, 9]","[0, 0, -1]",Evan_001_001
"[-5, 2, -2]","[-3, 10, -5]","[0, 4, 2]","[-3, 2, 1]","[-3, 0, 5]","[-3, -4, 0]","[3, -1, 5]","[0, 1, 1]",Evan_001_001
"[-7, 0, 11]","[-6, 2, 10]","[-3, -1, 7]","[-2, -2, 9]","[-4, 1, -3]","[-4, -5, -8]","[-1, -7, -2]","[-4, 1, -5]",Evan_001_001
"[-15, -6, 18]","[-20, -3, 0]","[-15, -7, 0]","[-7, -6, 25]","[-10, 0, -6]","[-15, -12, -16]","[-4, -9, 0]","[-6, -9, -1]",Evan_001_001
"[-16, -6, 24]","[-20, -5, 3]","[-12, -9, 0]","[-7, -12, 23]","[-8, -2, -13]","[-14, -16, -14]","[0, -11, -1]","[-11, -9, -4]",Evan_001_001
"[-30, -7, -8]","[-20, 6, -33]","[-17, 3, -20]","[-20, -11, -1]","[-12, -5, -11]","[-17, -22, -14]","[-3, -19, 6]","[-7, -9, -2]",Evan_001_001
"[-29, -14, -26]","[-12, 8, -49]","[-14, 9, -36]","[-24, -6, -16]","[-10, -7, -3]","[-12, -26, -7]","[0, -24, 7]","[-7, -12, 5]",Evan_001_001
"[-27, -13, -12]","[-10, 9, -44]","[-13, 8, -33]","[-22, -6, -11]","[-13, -9, -5]","[-12, -23, -6]","[3, -23, 11]","[-8, -9, -8]",Evan_001_001
"[-27, -9, -21]","[-12, 15, -43]","[-10, 9, -23]","[-21, -5, -13]","[-13, -8, -14]","[-14, -24, -15]","[2, -26, 9]","[-8, -12, 1]",Evan_001_001
"[-30, -7, -19]","[-15, 18, -33]","[-9, 11, -26]","[-22, -4, -7]","[-12, -5, -16]","[-16, -28, -15]","[0, -23, 5]","[-9, -10, 0]",Evan_001_001
"[-34, -4, -20]","[-15, 17, -34]","[-10, 12, -20]","[-24, -3, -7]","[-12, -6, -15]","[-12, -24, -14]","[3, -23, 5]","[-6, -12, -2]",Evan_001_001
"[-31, -6, -12]","[-15, 18, -39]","[-10, 7, -18]","[-24, -6, -5]","[-18, -5, -16]","[-13, -23, -16]","[-2, -26, 0]","[-9, -8, -7]",Evan_001_001
"[-34, -7, -14]","[-17, 17, -37]","[-15, 9, -22]","[-23, -2, -6]","[-17, -4, -11]","[-14, -26, -16]","[0, -19, 4]","[-7, -11, -6]",Evan_001_001
"[-34, -6, -16]","[-17, 22, -34]","[-11, 12, -17]","[-24, -3, -1]","[-13, -5, -13]","[-17, -27, -21]","[-1, -24, 4]","[-11, -12, -6]",Evan_001_001
"[-33, -4, -14]","[-21, 21, -36]","[-16, 9, -17]","[-28, -3, -5]","[-18, -7, -11]","[-17, -22, -20]","[-1, -25, 0]","[-9, -13, -8]",Evan_001_001
"[-36, -8, -12]","[-19, 19, -35]","[-15, 13, -15]","[-24, -4, 1]","[-14, -5, -14]","[-16, -22, -21]","[1, -21, 0]","[-7, -9, -8]",Evan_001_001
"[-35, -6, -17]","[-18, 22, -37]","[-16, 15, -18]","[-23, -2, -5]","[-15, -6, -13]","[-17, -26, -19]","[0, -25, 3]","[-10, -11, -6]",Evan_001_001
"[-32, -8, -20]","[-18, 16, -40]","[-13, 9, -19]","[-27, -3, -7]","[-16, -5, -18]","[-16, -24, -22]","[-4, -24, 1]","[-10, -12, -8]",Evan_001_001
"[-31, -9, -13]","[-17, 16, -43]","[-17, 10, -20]","[-22, -4, -7]","[-18, -8, -16]","[-17, -23, -21]","[-3, -25, 3]","[-8, -15, -7]",Evan_001_001
"[-35, -4, -13]","[-20, 20, -34]","[-15, 10, -14]","[-24, -4, -2]","[-16, -8, -16]","[-18, -27, -24]","[-2, -26, -1]","[-7, -12, -4]",Evan_001_001
"[-33, -6, -14]","[-16, 22, -36]","[-14, 8, -16]","[-25, -7, -7]","[-19, -9, -15]","[-18, -21, -20]","[0, -23, 1]","[-10, -12, -1]",Evan_001_001
"[-31, -5, -12]","[-19, 20, -36]","[-15, 10, -17]","[-24, -6, -4]","[-16, -3, -12]","[-15, -24, -20]","[-6, -21, 7]","[-8, -10, -3]",Evan_001_001
"[-31, -6, -17]","[-18, 16, -43]","[-13, 11, -17]","[-23, -3, -1]","[-20, -7, -10]","[-15, -23, -13]","[0, -22, 5]","[-10, -11, -3]",Evan_001_001
"[-33, -7, -22]","[-17, 17, -39]","[-16, 11, -19]","[-24, -5, -11]","[-16, -8, -15]","[-16, -21, -19]","[-2, -24, 2]","[-7, -13, 0]",Evan_001_001
"[-31, -6, -19]","[-20, 17, -41]","[-15, 9, -20]","[-25, -4, -4]","[-14, -3, -12]","[-16, -26, -15]","[-2, -25, 4]","[-10, -12, -6]",Evan_001_001
"[-29, -8, -18]","[-21, 16, -42]","[-14, 12, -24]","[-24, -3, -5]","[-16, -5, -9]","[-18, -26, -23]","[-1, -22, 7]","[-11, -9, 0]",Evan_001_001
"[-34, -7, -22]","[-16, 19, -41]","[-16, 10, -20]","[-25, -3, -8]","[-15, -4, -14]","[-17, -19, -14]","[-2, -24, 4]","[-8, -11, -6]",Evan_001_001
"[-33, -5, -18]","[-18, 20, -43]","[-14, 13, -26]","[-28, -4, -4]","[-13, -4, -11]","[-15, -26, -17]","[0, -21, 6]","[-10, -10, -7]",Evan_001_001
"[-33, -5, -16]","[-15, 20, -40]","[-13, 13, -23]","[-25, -1, -1]","[-18, -7, -14]","[-14, -27, -19]","[-5, -23, 3]","[-9, -12, -4]",Evan_001_001
"[-36, -6, -17]","[-17, 20, -42]","[-14, 13, -19]","[-27, -3, -1]","[-17, -8, -14]","[-23, -24, -18]","[-2, -23, 0]","[-9, -13, -6]",Evan_001_001
"[-34, -7, -20]","[-18, 19, -44]","[-14, 11, -28]","[-23, 0, -1]","[-15, -7, -15]","[-18, -23, -20]","[-2, -22, 2]","[-12, -12, -7]",Evan_001_001
"[-34, -6, -20]","[-20, 20, -41]","[-14, 12, -18]","[-27, -2, -7]","[-15, -6, -13]","[-16, -23, -15]","[-2, -21, 8]","[-8, -12, -3]",Evan_001_001
"[-33, -8, -20]","[-19, 20, -36]","[-14, 9, -23]","[-22, -3, -9]","[-13, -8, -15]","[-15, -26, -22]","[-5, -22, 4]","[-7, -15, -3]",Evan_001_001
"[-34, -8, -20]","[-19, 19, -38]","[-14, 12, -17]","[-24, 0, -3]","[-14, -3, -8]","[-16, -26, -19]","[0, -24, 0]","[-10, -9, -3]",Evan_001_001
"[-33, -6, -17]","[-20, 20, -44]","[-15, 12, -27]","[-24, -1, -9]","[-16, -6, -7]","[-16, -23, -14]","[-1, -23, 3]","[-10, -10, 0]",Evan_001_001
"[-33, -7, -18]","[-19, 19, -43]","[-17, 13, -17]","[-24, -4, -9]","[-16, -4, -11]","[-15, -24, -19]","[0, -26, 2]","[-8, -10, -6]",Evan_001_001
"[-33, -6, -26]","[-16, 19, -43]","[-14, 13, -25]","[-24, -5, -10]","[-17, -4, -13]","[-15, -22, -14]","[0, -23, 12]","[-7, -10, 1]",Evan_001_001
"[-34, -8, -30]","[-16, 22, -48]","[-18, 14, -30]","[-24, -1, -13]","[-14, -9, -5]","[-15, -23, -13]","[0, -24, 4]","[-9, -13, -6]",Evan_001_001
"[-34, -8, -24]","[-19, 19, -47]","[-15, 16, -30]","[-26, -3, -10]","[-14, -4, -17]","[-19, -25, -15]","[-2, -24, 0]","[-7, -13, -3]",Evan_001_001
"[-27, -8, -9]","[-19, 7, -31]","[-14, 4, -20]","[-21, -9, -1]","[-12, -10, -7]","[-14, -20, -9]","[-1, -19, 6]","[-7, -9, 3]",Evan_001_001
"[11, 6, 14]","[20, 1, 29]","[13, -8, 8]","[9, -3, 9]","[10, -12, -1]","[15, -16, 22]","[19, -6, 21]","[10, -4, 9]",Evan_001_001
"[2, 6, -4]","[11, 12, 4]","[9, 3, 3]","[-2, 3, 4]","[10, -8, 15]","[15, -15, 32]","[18, 1, 26]","[9, -6, 16]",Evan_001_001
"[-1, 8, -4]","[9, 12, 12]","[8, 0, 6]","[1, 5, 0]","[7, -6, 13]","[6, -11, 30]","[14, -2, 15]","[8, -5, 12]",Evan_001_001
"[0, 8, 1]","[5, 13, 5]","[6, 4, 6]","[-1, 2, 0]","[2, -4, 6]","[7, -9, 13]","[9, -3, 6]","[3, -2, 5]",Evan_001_001
"[0, 7, 0]","[8, 10, 12]","[4, 2, 6]","[0, 3, 6]","[3, -4, 8]","[5, -7, 13]","[11, -3, 10]","[2, -4, 5]",Evan_001_001
"[-2, 5, 2]","[7, 11, 13]","[7, 0, 7]","[2, 3, 1]","[3, -4, 2]","[6, -10, 8]","[8, -4, 10]","[1, 0, 0]",Evan_001_001
"[-1, 7, 4]","[1, 11, 14]","[5, 0, 5]","[1, -1, 2]","[0, -4, 0]","[3, -11, -1]","[9, -5, 4]","[1, -2, -3]",Evan_001_001
"[3, 7, 9]","[8, 9, 12]","[6, 0, 7]","[1, 1, 10]","[4, -1, 2]","[6, -12, 5]","[7, -2, 3]","[0, 0, 1]",Evan_001_001
"[-2, 8, 7]","[4, 11, 22]","[7, 0, 7]","[0, -3, 6]","[-4, -1, 0]","[0, -11, 4]","[9, -4, 5]","[1, -4, 3]",Evan_001_001
"[0, 9, 7]","[1, 11, 15]","[4, 0, 9]","[4, -2, 6]","[1, -1, 1]","[4, -11, 0]","[9, -5, 11]","[0, -2, -1]",Evan_001_001
"[-1, 8, 1]","[9, 11, 13]","[6, -2, 10]","[1, 0, 5]","[0, -4, 2]","[3, -14, 6]","[11, -3, 2]","[0, -4, -1]",Evan_001_001
"[0, 5, 8]","[5, 10, 17]","[7, 1, 12]","[0, 1, 8]","[1, -2, 0]","[4, -11, 2]","[9, -8, 8]","[3, -6, 1]",Evan_001_001
"[2, 6, 4]","[7, 8, 16]","[5, 0, 3]","[1, 1, 5]","[5, -4, 0]","[6, -10, 10]","[9, -2, 13]","[4, -6, 1]",Evan_001_001
"[0, 6, 10]","[8, 9, 21]","[6, 0, 8]","[5, 1, 11]","[3, -2, 5]","[7, -12, 12]","[12, 0, 5]","[3, -3, 6]",Evan_001_001
"[7, 7, 12]","[7, 10, 20]","[5, -3, 9]","[4, 0, 6]","[1, -6, 3]","[6, -11, 4]","[12, -3, 8]","[6, -1, 2]",Evan_001_001
"[3, 8, 1]","[8, 8, 20]","[9, -1, 14]","[3, -2, 6]","[0, -2, -3]","[10, -9, 8]","[11, -3, 9]","[2, -4, -1]",Evan_001_001
"[5, 7, 7]","[6, 7, 21]","[8, -1, 5]","[6, 0, 5]","[6, -3, 2]","[9, -13, 9]","[13, -1, 4]","[2, -2, 0]",Evan_001_001
"[5, 8, 7]","[8, 10, 24]","[9, 0, 13]","[6, 0, 7]","[3, -6, 0]","[6, -10, 6]","[13, 0, 2]","[4, 1, -1]",Evan_001_001
"[2, 5, 0]","[7, 6, 18]","[7, -3, 7]","[5, 0, 6]","[0, -4, -1]","[5, -9, 5]","[8, -7, 4]","[1, -2, 2]",Evan_001_001
"[0, 4, 7]","[4, 5, 13]","[4, -2, 7]","[2, -1, 5]","[3, 0, -4]","[5, -9, 3]","[10, -3, 1]","[3, -1, 3]",Evan_001_001
"[0, 8, 5]","[5, 7, 16]","[6, 0, 10]","[2, 1, 3]","[0, -2, 0]","[5, -10, 2]","[9, 0, 4]","[4, -3, 1]",Evan_001_001
"[0, 4, 9]","[5, 7, 21]","[8, -5, 6]","[3, 1, 8]","[1, -3, 5]","[6, -11, 5]","[10, -5, 9]","[2, 0, 0]",Evan_001_001
"[3, 4, 10]","[7, 7, 18]","[5, 0, 10]","[2, 0, 10]","[1, -3, 1]","[5, -8, 4]","[8, -2, 3]","[0, -4, 1]",Evan_001_001
"[1, 2, 7]","[4, 4, 14]","[4, -2, 10]","[3, 0, 11]","[0, -1, -1]","[4, -10, 4]","[8, -3, 5]","[2, -5, 1]",Evan_001_001
"[2, 5, 6]","[4, 7, 14]","[8, 1, 10]","[6, -1, 9]","[1, -1, 0]","[7, -9, -3]","[11, -6, 9]","[0, -3, 0]",Evan_001_001
"[0, 6, 9]","[6, 11, 18]","[2, 0, 10]","[0, 0, 5]","[0, -4, -4]","[5, -10, 5]","[8, -4, 4]","[4, -5, 0]",Evan_001_001
"[0, 7, 8]","[6, 11, 18]","[7, -4, 4]","[1, 0, 8]","[4, 0, -2]","[7, -9, 9]","[10, -3, 4]","[0, -6, -4]",Evan_001_001
"[1, 6, 6]","[9, 8, 16]","[5, -4, 7]","[4, 0, 6]","[4, -3, 1]","[6, -8, 3]","[13, -3, 1]","[2, -1, 1]",Evan_001_001
"[4, 2, 6]","[4, 6, 17]","[8, -2, 6]","[2, -1, 11]","[2, -2, 3]","[6, -7, 14]","[10, -3, 0]","[1, -3, 0]",Evan_001_001
"[1, 6, 4]","[5, 8, 17]","[10, -1, 5]","[1, 0, 9]","[1, -4, 2]","[5, -8, 2]","[9, -4, 6]","[3, -1, 3]",Evan_001_001
"[-1, 4, 9]","[7, 9, 23]","[6, 0, 10]","[4, -2, 8]","[2, -1, 5]","[2, -8, 5]","[13, 0, 7]","[0, 0, 2]",Evan_001_001
"[0, 6, 6]","[7, 8, 17]","[6, -2, 13]","[4, 0, 12]","[0, -4, -2]","[5, -9, 6]","[12, -5, 10]","[1, -3, 0]",Evan_001_001
"[1, 4, 11]","[8, 8, 14]","[7, -3, 6]","[3, -1, 11]","[0, -4, -4]","[3, -10, 4]","[11, -7, 9]","[0, -3, 2]",Evan_001_001
"[3, 5, 6]","[7, 7, 19]","[7, -1, 6]","[6, -3, 9]","[2, -5, 0]","[5, -11, 5]","[10, -1, 6]","[2, 0, -1]",Evan_001_001
"[-1, 7, 11]","[9, 8, 19]","[6, 0, 12]","[2, 0, 4]","[3, -3, 5]","[3, -10, 7]","[9, -3, 4]","[2, -3, -1]",Evan_001_001
"[0, 6, 4]","[4, 9, 20]","[6, 0, 10]","[1, 0, 11]","[0, -3, 0]","[6, -11, 1]","[10, -4, 8]","[3, -1, 8]",Evan_001_001
"[1, 5, 6]","[6, 8, 16]","[6, -1, 11]","[1, 2, 6]","[1, 0, -2]","[5, -10, 3]","[9, -3, 3]","[1, -3, 1]",Evan_001_001
"[1, 5, 11]","[4, 9, 16]","[4, -1, 6]","[2, -1, 7]","[1, -2, 2]","[4, -12, 5]","[9, -1, 4]","[0, -2, 4]",Evan_001_001
"[2, 7, 13]","[4, 10, 27]","[9, -3, 15]","[4, 0, 9]","[0, -1, -2]","[6, -12, 1]","[7, -1, 2]","[0, -1, 1]",Evan_001_001
"[6, 3, 20]","[8, 2, 33]","[8, -8, 19]","[5, -3, 14]","[0, 0, -9]","[5, -9, -4]","[8, -7, -3]","[0, -4, -9]",Evan_001_001
"[6, 2, 27]","[4, 3, 44]","[9, -8, 21]","[3, -1, 17]","[-1, 2, -7]","[3, -9, -8]","[6, -5, -4]","[0, -3, -4]",Evan_001_001
"[-7, 3, 36]","[-17, 0, 29]","[-4, -11, 19]","[0, -8, 28]","[-14, 2, -20]","[-10, -12, -28]","[0, -13, -12]","[-9, -7, -8]",Evan_001_001
"[-38, -8, -11]","[-29, 16, -51]","[-28, 13, -15]","[-31, -3, 0]","[-17, -2, -13]","[-21, -20, -22]","[-5, -19, 0]","[-9, -12, -6]",Evan_001_001
"[-41, -7, -19]","[-28, 21, -51]","[-22, 17, -20]","[-29, -5, -1]","[-17, -3, -15]","[-19, -23, -22]","[-5, -22, 1]","[-14, -11, -4]",Evan_001_001
"[-45, -4, -19]","[-32, 25, -50]","[-23, 15, -16]","[-32, 0, 1]","[-17, -4, -17]","[-22, -22, -23]","[-3, -24, -1]","[-14, -12, -6]",Evan_001_001
"[-44, -3, -18]","[-31, 26, -44]","[-25, 16, -14]","[-30, -2, 0]","[-16, -7, -17]","[-18, -23, -26]","[-7, -25, -6]","[-14, -13, -9]",Evan_001_001
"[-44, -1, -20]","[-28, 28, -46]","[-23, 14, -13]","[-28, -2, 0]","[-19, -4, -21]","[-22, -23, -21]","[-4, -23, -2]","[-12, -9, -3]",Evan_001_001
